Question,Answer
Tôi đến điểm giao dịch ATM VCB quen thuộc để giao dịch tuy nhiên đến nơi tôi phát hiện ATM bị ngừng phục vụ Tôi cần làm gì để lấy thông tin điểm ATM gần nhất nơi tôi đang đứng,Trong trường hợp Quý khách là chủ thẻ VCB Quý khách vui lòng liên hệ qua tổng đài 1900545413 hoặc ứng dụng VCB Digital Bank để tìm kiếm địa chỉ ATM gần nhất
Tôi là chủ thẻ VCB khi thực hiện giao dịch rút tiền mặt bằng QR code giao dịch không thành công nhưng tôi vẫn nhận được tin nhắn thông báo trừ tiền Tôi phải làm gì để được hoàn lại tiền,TH nếu không nhận được tin nhắn thông báo hủy giao dịch rút tiền của VCB Quý khách vui lòng liên hệ qua tổng đài 1900545413 hoặc qua CNPGD VCB gần nhất để thực hiện tra soát
Tôi là chủ thẻ VCB khi thực hiện giao dịch rút tiền bằng QR Code do sơ suất tôi đã nhập sai số PIN quá số lần quy định tôi có bị khóa thẻ không,Quý khách sẽ bị khóa thẻ nếu nhập sai PIN quá số lần quy định Quý khách có thể qua CNPGD VCB gần nhất để được hỗ trợ 
Tôi phải làm gì khi gặp sự cố rút tiền không thành công tại máy ATM,KH liên hệ với Tổng đài 1900545413 hoặc CNPGD VCB bất kì để được hỗ trợ
Tôi có thể sử dụng dịch vụ rút tiền mặt bằng mã QR tại ATM không,Quý khách có thể thực hiện rút tiền mặt bằng mã QR rút tiền không cần sử dụng thẻ vật lý với điều kiệnQuý khách đã đăng ký và sử dụng dịch vụ VCB Digibank của VCBVui lòng tham khảo các bước hướng dẫn thực hiện dịch vụ rút tiền mặt bằng mã QRtại đây
Tôi có thể sử dụng thẻ ghi nợ nội địa Vietcombank để rút tiền mặt bằng mã QR không,Quý khách có thể sử dụng thẻ ghi nợ nội địa Vietcombank để thực hiện rút tiền mặt bằng mã QR rút tiền không cần sử dụng thẻ vật lý với điều kiện Quý khách đã đăng ký và sử dụng dịch vụ VCB Digibank của VCBVui lòng tham khảo các bước Hướng dẫn thực hiện rút tiền mặt bằng mã QRtại đây
VCB có quy định hạn mức đối với các loại giao dịch được thực hiện trên ATM hay không Hạn mức đó là bao nhiêu,VCB có quy định đối với các giao dịch trên máy ATM gồm hạn mức rút tiền mặt hạn mức chuyển khoản hạn mức chuyển tiền liên ngân hàng qua thẻ phụ thuộc vào từng loại thẻ Cụ thể như sau1 Đối với thẻ ghi nợ nội địa Vietcombank Connect 24 Hạn mức giao dịch trên ATM được quy địnhtại đây2 Đối với thẻ ghi nợ quốc tế Visa Platinum được quy địnhtại đây3 Đối với các thẻ ghi nợ quốc tế khác được quy địnhtại đây4 Đối với thẻ tín dụng quốc tế Hạn mức rút tiền mặt là 100 hạn mức tín dụng được cấp và tối đa 10 triệu VNĐ giao dịch Đối với rút tiền mặt tại nước ngoài hạn mức tối đa 1 ngày là 30 triệu VNĐ
Khi thực hiện thanh toán vé máy bay trả sau của Vietnamairlines giao dịch trên màn hình báo lỗi nhưng tài khoản vẫn bị trừ tiền không nhận được vé từ VNA Tôi có cần phải thực hiện thanh toán lại hay không,KH không thực hiện thanh toán lại để tránh trường hợp ghi nợ 2 lần trong tài khoản mà cần thực hiện các bước như sau1 Liên hệ trực tiếp với tổng đàiphòng vé Vietnamairlines để kiểm tra chính xác tình trạng đặt chỗ của KH2 Liên hệ với CN VCBVCC để thực hiện yêu cầu tra soát giao dịchSau khi có kết quả tra soát từ phía đối tác nếu giao dịch thành công VNA đã nhận được tiền và xuất vé cho KH VCB sẽ thông báo lại cho Kh về tình trạng vé đã được xuất thành công Nếu giao dịch không thành công VNA không nhận được tiền VCB sẽ thông báo hoàn tiền vào tài khoản cho KH
Khi tôi thanh toán nhầm mã phí bảo hiểm tôi cần làm gì để nhận lại tiền,Trong trường hợp khách hàng thanh toán nhầm Mã khách hàng của đơn vị bảo hiểm KH thực hiện tra soát tại quầy giao dịch Vietcombank sẽ liên hệ với đơn vị bảo hiểm để xác nhận thông tin Nếu đơn vị bảo hiểm xác nhận giao dịch thanh toán nhầm đồng ý hoàn trả VCB sẽ hoàn trả lại số tiền trên vào tài khoản khách hàng
Tôi phải làm gì khi gặp sự cố giao dịch không thành công tại ATM nhưng tài khoản vẫn bị trừ tiền rút tiền không thành công thanh toán hóa đơn không thành công chuyển tiền nhanh từ thẻ qua thẻ không thành công,Trong trường hợp Quý khách là chủ thẻ VCB gặp sự cố giao dịch không thành công tại ATM nhưng tài khoản bị trừ tiền Qúy khách có thể thực hiện tra soát với VCB qua các cách sau Tổng đài 1900545413 CNPGD VCB bất kì Truy cập ứng dụng Digibank chọn mục Tra soát trực tuyến Lập yêu cầu tra soátChọn hình thức giao dịch từ thẻ ghi nợ hoặc thẻ tín dụng
Tôi có phải trả phí khi thực hiện vấn tin tài khoản hoặc in chứng từ vấn tin tài khoản tại ATM hay không,Khi thực hiện giao dịch vấn tin tài khoản trên máy ATM của VCB Quý khách phải trả phí là 500 VNĐgiao dịch vấn tin tài khoản và 500 VNĐ giao dịch in sao kê in chứng từ vấn tin tài khoản Quý khách vui lòng xem chi tiết biểu phí thẻ ghi nợ nội địa VCB được cập nhậttại đây
Quý khách hàng chưa phát hành thẻ ghi nợ nội địa hoặc thẻ ghi nợ quốc tế Visa Quý khách hàng có thể đăng ký Gói giao dịch không,Quý khách hàng vẫn có thể đăng ký Gói giao dịchTrên VCB Digibank Quý khách hàng sẽ được chỉ dẫn để thực hiện phát hành thẻ ghi nợ nội địa hoặc thẻ ghi nợ quốc tế Visa ngay trên VCB Digibank Sau khi hoàn thành yêu cầuphát hành thẻ Quý khách hàng quay lại màn hình đăng ký Gói tài khoản để hoàn tất các bước đăng ký Gói tiếp theoTại điểm giao dịch của VCB Giao dịch viên sẽ hướng dẫn Quý khách hàng thực hiện thủ tục phát hành thẻ ghi nợ nội địa hoặc thẻ ghi nợ quốc tế Visa Sau đó giao dịch viên sẽ thực hiện đăng ký Gói tài khoản tương ứng cho Quý khách hàng
Quý khách hàng sử dụng Gói tài khoản nhưng không duy trì đủ số dư tiền gửi bình quân tối thiểu trên tài khoản thanh toán trong tháng để được miễn phí Gói thì sao,Quý khách hàng không duy trì đủ số dư tiền gửi bình quân trên tài khoản thanh toán bằng hoặc trên mức tối thiểu vẫn được sử dụng Gói tài khoản đã đăng ký với VCB  Quý khách hàng sẽ đóng Phí Gói tài khoản theo quy định hiện hành của VCB như sauGóitài khoản VCB Eco 15000 VNĐtháng chưa bao gồm VATGóitàikhoản VCB Plus 25000 VNĐtháng chưa bao gồm VATGói tài khoản VCB Pro 30000 VNĐtháng chưa bao gồm VATGói tài khoản VCB Advanced 45000 VNĐtháng chưa bao gồm VAT
Quý khách hàng là khách hàng Priority của VCB có nên đăng ký Gói tài khoản không,Tùy theo nhu cầu thực hiện giao dịch của Quý khách hàng Quý khách hàng có thể lựa chọn đăng ký 01 trong 3 Gói tài khoản VCB Plus hoặc VCB Pro hoặc VCB Advanced
Khi muốn sử dụng Gói tài khoản thủ tục đăng ký Gói tài khoản như thế nào,Để sử dụng Gói giao dịch Quý khách hàng có 02 hình thức đăng kýĐăng ký tự động trên VCB Digibank Quý khách hàng vui lòng cập nhật App VCB Digibank sau đó đăng nhập VCB Digibank chọn chức năng Gói dịch vụ tài khoản tại mục Tiện íchCài đặt Quý khách hàng lựa chọn đăng ký Gói tài khoản phù hợp và thực hiện các thao tác trên màn hình VCB DigibankĐăng ký tại điểm giao dịch của VCB Quý khách hàng đến trực tiếp các điểm giao dịch trên toàn hệ thống VCB để được GDV hướng dẫn đăng ký Gói tài khoản phù hợp
Khi đăng ký sử dụng Gói tài khoản Quý khách hàng được sử dụng những dịch vụ gì,Quý khách hàng chỉ cần đăng ký một lần duy nhất đối với một Gói tài khoản tương ứng sẽ được VCB cung cấp trọn gói và đầy đủ các dịch vụ ngân hàng cơ bản và thường xuyên nhất bao gồmDịch vụ quản lý tài khoản thanh toán VNĐDịch vụ VCB DigibankDịch vụ thông báo biến động số dư qua OTTDịch vụ chuyển tiền tới tài khoản thụ hưởng trong và ngoài hệ thống VCB theo duy định của từng Gói tài khoảnDịch vụ thẻ ghi nợ nội địa Connect 24 hoặc thẻ ghi nợ quốc tế Visa theo quy định của từng Gói tài khoảnCụ thể hiện nay VCB đang có 04 Gói tài khoản tương ứng như sauGóitàikhoản VCB EcoQuý khách hàng sẽ được miễn phí quản lý tài khoản phí duy trì dịch vụ VCB Digibank phí dịch vụ thông báo thay đổi số dư OTT phí phát hànhthẻ Connect24và đặc biệt làmiễn phíphí chuyển tiền tới tài khoản thu  hưởng trong hệ thốngVietcombank trên VCB DigibankGói tài khoản VCB Plus Quý khách hàng sẽ được miễn phí quản lý tài khoản phí duy trì dịch vụ VCB Digibank phí dịch vụ thông báo thay đổi số dư OTT phíthẻ Connect24và đặc biệt làmiễn phí phí chuyển tiền tới tài khoản thụ hưởng cả trong và ngoài hệ thốngVietcombank trên VCB DigibankGói tài khoản VCB ProQuý khách hàng sẽ được miễn phí quản lý tài khoản phí duy trì dịch vụ VCB Digibank phí dịch vụ thông báo thay đổi số dư OTT đặc biệt miễn phí phát hành và duy trì hàng thángthẻ ghi nợ quốc tế Visavàmiễn phí chuyển tiền tới tài khoản thụ hưởng cả trong và ngoài hệ thốngVietcombank trên VCB DigibankGói tài khoản VCB AdvancedQuý khách hàng sẽ được miễn phí quản lý tài khoản phí duy trì dịch vụ VCB Digibank phí dịch vụ thông báo thay đổi số dư OTT đặc biệt miễn phí phát hành và duy trì hàng thángthẻ ghi nợ quốc tế Visa Platiumvàmiễn phí chuyển tiền  tới tài khoản thụ hưởng cả trong và ngoài hệ thốngVietcombank trên VCB Digibank
Ngay sau khi Quý khách hàng thực hiện đăng ký thành công Gói tài khoản Quý khách hàng có được miễn phí các giao dịch chuyển tiền và các dịch vụ tương ứng trong các Gói tài khoản không,Có Quý khách hàng được hưởng ưu đãi tương ứng các dịch vụ của từng Gói tài khoản ngay sau khi Quý khách hàng thực hiện đăng ký thành công Gói tài khoản
Mỗi khách hàng được phép đăng ký bao nhiêu Gói tài khoản ,Mỗi Quý khách hàng chỉ có thể sử dụng 01 trong 04 Gói tài khoản của VCB
VCB thu phí Gói tài khoản vào thời điểm nào,Phí Gói tài khoản của tháng X sẽ được VCB thu phí tự động vào ngày mùng 2 của tháng X 1 trên 01 tài khoản thanh toán của Quý khách hàng đăng ký Gói tài khoản
Sau khi đăng ký Gói tài khoản Quý khách hàng có thể tiếp tục sử dụng tính năng thông báo biến động số dư TKTT qua tin nhắn SMS không,VCB vẫn đang cung cấp tính năng nhận thông báo biến động số dư TKTT qua tin nhắn SMS cho Quý khách hàng có nhu cầu sử dụng dịch vụ Theo đó sau khi đăng ký Gói thành công Quý khách hàng mong muốn kích hoạt lại tính năng nhận thông báo biến động số dư TKTT qua tin nhắn SMS vui lòng nhắn tin VCB CD gửi 6167
Quý khách hàng đăng ký Gói tài khoản nhưng không phát sinh giao dịch tài chính trên VCB Digibank trong tháng Quý khách hàng có phải đóng phí Gói tài khoản của tháng đó không,Khi Quý khách hàng đăng ký Gói tài khoản VCB sẽ thu phí Gói tài khoản hàng tháng không phụ thuộc các giao dịch tài chính phát sinh của Quý khách hàng trên VCB Digibank Đặc biệt nếu Quý khách hàng duy trì số dư bình quân trong tháng trên tài khoản thanh toán tham gia Gói lớn hơn hoặc bằng số dư tiền gửi bình quân tối thiểu tương ứng của Gói tài khoản sẽ được miễn phí Gói tài khoản trong tháng đóVí dụ Quý khách hàng đăng ký Gói tài khoản VCB Plus Quý khách hàng sẽ được miễn phí Gói nếu duy trì số dư tiền gửi bình quân trong tháng trên tài khoản thanh toán tham gia Gói lớn hơn hoặc bằng 4000000 VND
Quý khách hàng có phải cam kết duy trì số dư tiền gửi bình quân tối thiểu để được đăng ký Gói tài khoản không,Quý khách hàng không phải cam kết duy trì số dư tiền gửi bình quân tối thiểu trên tài khoản thanh toán khi đăng ký sử dụng Gói tài khoản Hệ thống VCB sẽ tự động tính số dư tiền gửi bình quân trên tài khoản thanh toán tham gia Gói tài khoản của Quý khách hàng để áp dụng ưu đãi miễn phí Gói tài khoản tương ứng cho Quý Khách hàng
Hiện tại Quý khách hàng đang sử dụng Gói DVTKCB Quý khách hàng có thể chuyển sang Gói tài khoản được không,Quý khách hàng không duy trì đủ số dư tiền gửi bình quân trên tài khoản thanh toán bằng hoặc trên mức tối thiểu vẫn được sử dụng Gói tài khoản đã đăng ký với VCB  Quý khách hàng sẽ đóng Phí Gói tài khoản theo quy định hiện hành của VCB như sauGóitài khoản VCB Eco 15000 VNĐtháng chưa bao gồm VATGóitàikhoản VCB Plus 25000 VNĐtháng chưa bao gồm VATGói tài khoản VCB Pro 30000 VNĐtháng chưa bao gồm VATGói tài khoản VCB Advanced 45000 VNĐtháng chưa bao gồm VAT
